time,eth_profit
2019-02-08 23:41:41,-0.000018
2019-02-09 09:43:57,0.006957
2019-02-09 22:20:56,0.006941
2019-02-09 22:41:00,0.005924
2019-02-11 06:12:57,0.005899
2019-02-11 11:01:57,0.006274
